Condition_Pair,Band,Subject,Channel,Feature_Type,Feature,Source_Column,BCM,ACM,Change,Change_Percent,Direction
BCM_vs_ACM,Gamma,25,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.4021413317719769,0.405389417756465,0.0032480859844880583,0.8076976246574413,Increase
BCM_vs_ACM,Gamma,25,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1214239.4191381135,1643173.1678564502,428933.7487183367,35.32530256864834,Increase
BCM_vs_ACM,Gamma,25,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3130575111395395,1.3040176136183526,-0.009039897521186946,-0.6884616587236649,Decrease
BCM_vs_ACM,Gamma,25,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6789324585368764,0.6769460199931938,-0.0019864385436826337,-0.2925826448132233,Decrease
BCM_vs_ACM,Gamma,25,TP10,EN,Entropy,RAW_TP10_EN,5.362977887931235,5.449818655812803,0.0868407678815677,1.6192639555160735,Increase
BCM_vs_ACM,Gamma,25,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,833573.1245725045,690568.4732146804,-143004.6513578241,-17.15562164161226,Decrease
BCM_vs_ACM,Gamma,25,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.3976565543831223,0.4089581177035259,0.011301563320403607,2.8420412528935994,Increase
BCM_vs_ACM,Gamma,25,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,2106875.3424996417,1691212.0914788805,-415663.2510207612,-19.728896277632142,Decrease
BCM_vs_ACM,Gamma,25,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3336772190420805,1.3054112438946297,-0.028265975147450773,-2.1194015121404663,Decrease
BCM_vs_ACM,Gamma,25,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6750449165894022,0.6923738960601168,0.017328979470714545,2.567085396075198,Increase
BCM_vs_ACM,Gamma,25,TP9,EN,Entropy,RAW_TP9_EN,5.40594473298547,5.412959422891655,0.007014689906184479,0.12975881650034127,Increase
BCM_vs_ACM,Gamma,25,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,786771.8524148366,808276.7909887319,21504.938573895255,2.733313159067677,Increase
BCM_vs_ACM,Gamma,25,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.3910267335832736,0.3854615779972413,-0.005565155586032322,-1.4232161405013397,Decrease
BCM_vs_ACM,Gamma,25,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,2063535.497638582,2109660.7344551533,46125.23681657133,2.2352528885185152,Increase
BCM_vs_ACM,Gamma,25,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3261675075888968,1.321378103154624,-0.0047894044342728925,-0.36114626597815697,Decrease
BCM_vs_ACM,Gamma,25,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6659662002840925,0.6666004483466148,0.0006342480625223246,0.09523727514275689,Increase
BCM_vs_ACM,Gamma,26,AF7,EN,Entropy,RAW_AF7_EN,5.41254828681525,5.417671151861052,0.005122865045802172,0.09464793244027522,Increase
BCM_vs_ACM,Gamma,26,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,654435.3341112614,638767.2091981274,-15668.12491313403,-2.3941440959039464,Decrease
BCM_vs_ACM,Gamma,26,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.4115973280026138,0.3969654616470143,-0.014631866355599488,-3.5548982853228264,Decrease
BCM_vs_ACM,Gamma,26,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1609530.6560312938,1637585.855087157,28055.19905586331,1.7430670829868207,Increase
BCM_vs_ACM,Gamma,26,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3065688791215873,1.3208251634836845,0.014256284362097249,1.0911238274465729,Increase
BCM_vs_ACM,Gamma,26,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6764637893122266,0.674962554191226,-0.0015012351210006436,-0.22192394400400609,Decrease
BCM_vs_ACM,Gamma,26,AF8,EN,Entropy,RAW_AF8_EN,5.4192009109134185,5.413295282990782,-0.005905627922636825,-0.10897599147401636,Decrease
BCM_vs_ACM,Gamma,26,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,648636.1002936701,664901.0467281898,16264.94643451972,2.507561085045338,Increase
BCM_vs_ACM,Gamma,26,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.3972913668050598,0.3935347505277844,-0.0037566162772753597,-0.9455569869250722,Decrease
BCM_vs_ACM,Gamma,26,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1650058.6747832326,1694989.703561304,44931.02877807128,2.722995822192435,Increase
BCM_vs_ACM,Gamma,26,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3137469451201726,1.3187476321808391,0.0050006870606664755,0.3806430971536186,Increase
BCM_vs_ACM,Gamma,26,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6758556726327377,0.675141547568284,-0.0007141250644536745,-0.10566236156187928,Decrease
BCM_vs_ACM,Gamma,26,TP10,EN,Entropy,RAW_TP10_EN,5.442735179221878,5.433374149861897,-0.009361029359981288,-0.17199127004594755,Decrease
BCM_vs_ACM,Gamma,26,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,688646.6643861153,657949.113429855,-30697.550956260297,-4.457663493313397,Decrease
BCM_vs_ACM,Gamma,26,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.4135343490361996,0.4082464344021079,-0.005287914634091728,-1.2787123116655152,Decrease
BCM_vs_ACM,Gamma,26,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1683626.436840161,1646305.909287444,-37320.5275527169,-2.2166750732876506,Decrease
BCM_vs_ACM,Gamma,26,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3118032978955316,1.3076944822086478,-0.0041088156868838155,-0.313218886815989,Decrease
BCM_vs_ACM,Gamma,26,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6866274985118752,0.6807211018473732,-0.005906396664501989,-0.8602039209473692,Decrease
BCM_vs_ACM,Gamma,26,TP9,EN,Entropy,RAW_TP9_EN,5.428215223901505,5.419833687787211,-0.008381536114294263,-0.15440684955505637,Decrease
BCM_vs_ACM,Gamma,26,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,665897.5004358737,635843.3739917704,-30054.126444103313,-4.513326213783789,Decrease
BCM_vs_ACM,Gamma,26,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.4107596135902274,0.4033863895469901,-0.007373224043237314,-1.7950216621327386,Decrease
BCM_vs_ACM,Gamma,26,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1619235.6045210017,1555359.7273548683,-63875.877166133374,-3.9448167386999238,Decrease
BCM_vs_ACM,Gamma,26,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3038746755958113,1.30452247413187,0.0006477985360586747,0.0496825767217743,Increase
BCM_vs_ACM,Gamma,26,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6834135133982614,0.6789927746782558,-0.00442073872000559,-0.6468614730814359,Decrease
BCM_vs_ACM,Gamma,27,AF7,EN,Entropy,RAW_AF7_EN,5.360328481517209,5.188864947384367,-0.1714635341328421,-3.198750500534817,Decrease
BCM_vs_ACM,Gamma,27,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,944574.6063607304,651292.2905836501,-293282.31577708025,-31.04914252427791,Decrease
BCM_vs_ACM,Gamma,27,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.4446021151560209,0.3619338209462636,-0.0826682942097573,-18.593769888104813,Decrease
BCM_vs_ACM,Gamma,27,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2235478.200594729,1866800.071302968,-368678.12929176074,-16.492137082512244,Decrease
BCM_vs_ACM,Gamma,27,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.304904233442059,1.4254893494714276,0.1205851160293685,9.240916914744822,Increase
BCM_vs_ACM,Gamma,27,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.704581964062622,0.6469692944639047,-0.05761266959871725,-8.176858412117506,Decrease
BCM_vs_ACM,Gamma,27,AF8,EN,Entropy,RAW_AF8_EN,5.4113195902696,5.406335763910143,-0.004983826359457488,-0.0921000187905957,Decrease
BCM_vs_ACM,Gamma,27,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,661677.5370721946,629208.9577534698,-32468.579318724805,-4.907009456961845,Decrease
BCM_vs_ACM,Gamma,27,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.396926522656866,0.4034452243016418,0.006518701644775804,1.6422942969752299,Increase
BCM_vs_ACM,Gamma,27,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1731724.153080434,1569682.0185862738,-162042.1344941603,-9.357271722861618,Decrease
BCM_vs_ACM,Gamma,27,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3164107792824429,1.307501943584419,-0.00890883569802381,-0.6767519560178542,Decrease
BCM_vs_ACM,Gamma,27,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.673104727312746,0.6755898730521683,0.0024851457394223786,0.3692064011114426,Increase
BCM_vs_ACM,Gamma,27,TP10,EN,Entropy,RAW_TP10_EN,4.917827877317905,4.6975065723754925,-0.22032130494241287,-4.480053195000638,Decrease
BCM_vs_ACM,Gamma,27,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,690196.3534453387,863267.8376495292,173071.48420419055,25.07568800389167,Increase
BCM_vs_ACM,Gamma,27,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.5699194099272616,0.626151711379774,0.056232301452512345,9.866711060023245,Increase
BCM_vs_ACM,Gamma,27,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1204037.5465365842,1368444.8211107592,164407.274574175,13.654663431974592,Increase
BCM_vs_ACM,Gamma,27,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.2109332971682916,1.167761621269355,-0.04317167589893667,-3.5651572221105425,Decrease
BCM_vs_ACM,Gamma,27,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.7653371062557094,0.8116374165716042,0.046300310315894766,6.049662290962437,Increase
BCM_vs_ACM,Gamma,27,TP9,EN,Entropy,RAW_TP9_EN,4.946609840859288,4.90301690699416,-0.04359293386512775,-0.8812688946083346,Decrease
BCM_vs_ACM,Gamma,27,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,685260.9542762578,688248.8041204499,2987.8498441921547,0.43601635633067537,Increase
BCM_vs_ACM,Gamma,27,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.5766627536752794,0.5701233315669818,-0.00653942210829761,-1.1340115286828423,Decrease
BCM_vs_ACM,Gamma,27,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1195182.91687662,1224078.3268374535,28895.40996083361,2.417655871148677,Increase
BCM_vs_ACM,Gamma,27,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.206033439817085,1.203054383452459,-0.0029790563646261425,-0.2470127499182747,Decrease
BCM_vs_ACM,Gamma,27,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.7674316730786966,0.7777555764404659,0.010323903361769249,1.3452537501290462,Increase
BCM_vs_ACM,Gamma,28,AF7,EN,Entropy,RAW_AF7_EN,5.333955742640658,5.372493910257569,0.03853816761691142,0.722506325068091,Increase
BCM_vs_ACM,Gamma,28,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,921684.4630274494,917214.3925763092,-4470.070451140287,-0.4849892376895975,Decrease
BCM_vs_ACM,Gamma,28,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.4131377888070939,0.3963286609610279,-0.016809127846065974,-4.0686493226875085,Decrease
BCM_vs_ACM,Gamma,28,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2212592.343999329,2329888.074427668,117295.73042833898,5.301280678587332,Increase
BCM_vs_ACM,Gamma,28,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3133688057653896,1.3380680098821671,0.024699204116777507,1.8805992656711223,Increase
BCM_vs_ACM,Gamma,28,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6831950612819229,0.6712606029063758,-0.011934458375547075,-1.7468595796277686,Decrease
BCM_vs_ACM,Gamma,28,AF8,EN,Entropy,RAW_AF8_EN,5.403617459345143,5.401889472163188,-0.00172798718195466,-0.031978340342472586,Decrease
BCM_vs_ACM,Gamma,28,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,942934.9971819052,840003.8841055956,-102931.11307630956,-10.916034868144015,Decrease
BCM_vs_ACM,Gamma,28,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.4017353780420243,0.3920953396057935,-0.009640038436230791,-2.3995990801742075,Decrease
BCM_vs_ACM,Gamma,28,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,2338599.8364385427,2204976.264626394,-133623.57181214867,-5.71382798074784,Decrease
BCM_vs_ACM,Gamma,28,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3090369224131777,1.316942733275606,0.007905810862428364,0.6039410139672909,Increase
BCM_vs_ACM,Gamma,28,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.673649886214978,0.6686284949632573,-0.0050213912517207415,-0.7454007422066563,Decrease
BCM_vs_ACM,Gamma,28,TP10,EN,Entropy,RAW_TP10_EN,4.644946928628476,4.807372630115559,0.16242570148708246,3.496825776113706,Increase
BCM_vs_ACM,Gamma,28,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,1111340.7073303186,1049978.6968587232,-61362.01047159545,-5.521440010867622,Decrease
BCM_vs_ACM,Gamma,28,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.5658224249773771,0.5479534356063532,-0.01786898937102388,-3.1580560582656867,Decrease
BCM_vs_ACM,Gamma,28,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1986732.681466128,1936808.6950926965,-49923.986373431515,-2.5128688343008303,Decrease
BCM_vs_ACM,Gamma,28,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.2143377456040156,1.220828226254466,0.006490480650450436,0.5344872687970388,Increase
BCM_vs_ACM,Gamma,28,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.7801612545591732,0.7703453104503211,-0.009815944108852115,-1.2581942581086742,Decrease
BCM_vs_ACM,Gamma,28,TP9,EN,Entropy,RAW_TP9_EN,4.733023085411572,4.769586631751175,0.036563546339603015,0.772519923942512,Increase
BCM_vs_ACM,Gamma,28,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,1192441.7722515748,1428716.526019044,236274.7537674692,19.814364044068498,Increase
BCM_vs_ACM,Gamma,28,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.5746464290160651,0.5891697307320093,0.014523301715944181,2.527345682946576,Increase
BCM_vs_ACM,Gamma,28,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,2095838.507752329,2425783.139173948,329944.6314216191,15.742846130614637,Increase
BCM_vs_ACM,Gamma,28,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.212686942979571,1.2023410617987869,-0.010345881180784167,-0.8531370145178889,Decrease
BCM_vs_ACM,Gamma,28,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.7806719534376295,0.7787755946251719,-0.0018963588124576436,-0.24291365971419518,Decrease
BCM_vs_ACM,Beta,1,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,722134.375024282,862061.4771935885,139927.10216930648,19.37687873736815,Increase
BCM_vs_ACM,Beta,1,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3798915992943413,0.3882746641717823,0.008383064877441004,2.206699198669507,Increase
BCM_vs_ACM,Beta,1,AF7,EN,Entropy,RAW_AF7_EN,5.415521477463908,5.403649980913499,-0.011871496550409866,-0.21921243595490816,Decrease
BCM_vs_ACM,Beta,1,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1888857.025894148,2287055.8419164885,398198.81602234044,21.081469405226205,Increase
BCM_vs_ACM,Beta,1,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3282326656750945,1.3219383948186103,-0.006294270856484152,-0.4738831545966379,Decrease
BCM_vs_ACM,Beta,1,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6616705584490894,0.6666853068092901,0.00501474836020066,0.7578920198527328,Increase
BCM_vs_ACM,Beta,1,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,658252.691345427,713939.8199085654,55687.12856313842,8.459840619765252,Increase
BCM_vs_ACM,Beta,1,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3809614080530262,0.3678749820212494,-0.013086426031776788,-3.4351054346048833,Decrease
BCM_vs_ACM,Beta,1,AF8,EN,Entropy,RAW_AF8_EN,5.418397892834423,5.386356947858209,-0.032040944976214014,-0.5913361404961909,Decrease
BCM_vs_ACM,Beta,1,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1760650.294298326,1961704.5336648764,201054.23936655046,11.419317056751286,Increase
BCM_vs_ACM,Beta,1,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3306058343729537,1.3469218652650383,0.016316030892084665,1.2262106831790327,Increase
BCM_vs_ACM,Beta,1,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6611346251779511,0.6481726748759531,-0.012961950301997982,-1.9605614058572627,Decrease
BCM_vs_ACM,Beta,1,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,656623.4538638523,798776.8222455791,142153.3683817268,21.649145723509537,Increase
BCM_vs_ACM,Beta,1,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.381615262348777,0.3804685519163455,-0.0011467104324315303,-0.30048861918512443,Decrease
BCM_vs_ACM,Beta,1,TP10,EN,Entropy,RAW_TP10_EN,5.402517869750897,5.408569930317584,0.006052060566687167,0.11202296248890004,Increase
BCM_vs_ACM,Beta,1,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1721781.1490409155,2105283.514364718,383502.36532380246,22.27358369775537,Increase
BCM_vs_ACM,Beta,1,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.316488932243307,1.3386085273068622,0.022119595063555098,1.6801960519229844,Increase
BCM_vs_ACM,Beta,1,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6660315338308899,0.6563683960206742,-0.00966313781021566,-1.450852898005457,Decrease
BCM_vs_ACM,Beta,1,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,653080.9967253437,804827.9626494052,151746.9659240615,23.23555067211355,Increase
BCM_vs_ACM,Beta,1,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3840405500073961,0.3826734429883698,-0.0013671070190263146,-0.35597986176199,Decrease
BCM_vs_ACM,Beta,1,TP9,EN,Entropy,RAW_TP9_EN,5.4071337018069405,5.40744848152453,0.0003147797175895306,0.005821563418791335,Increase
BCM_vs_ACM,Beta,1,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1743112.4315943588,2165324.975701208,422212.54410684947,24.221761973246196,Increase
BCM_vs_ACM,Beta,1,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3388377742241586,1.327530712101502,-0.01130706212265653,-0.8445431059942153,Decrease
BCM_vs_ACM,Beta,1,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6579397581297732,0.6634635502315851,0.005523792101811864,0.8395589464776411,Increase
BCM_vs_ACM,Beta,2,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,699895.7747397523,757586.8319008637,57691.057161111385,8.242806892578129,Increase
BCM_vs_ACM,Beta,2,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3783606803895772,0.3831796320554817,0.004818951665904514,1.2736396554057108,Increase
BCM_vs_ACM,Beta,2,AF7,EN,Entropy,RAW_AF7_EN,5.4119834186794815,5.408856558728593,-0.003126859950888239,-0.05777659887308356,Decrease
BCM_vs_ACM,Beta,2,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1867226.3669121696,1988354.2196891163,121127.85277694673,6.487047040646482,Increase
BCM_vs_ACM,Beta,2,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.319795318758389,1.322202452431206,0.0024071336728168635,0.18238689277072137,Increase
BCM_vs_ACM,Beta,2,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6692970455042596,0.6677769905434416,-0.0015200549608179736,-0.22711215760301745,Decrease
BCM_vs_ACM,Beta,2,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,732621.7585623802,765273.1753991124,32651.416836732184,4.456790486376474,Increase
BCM_vs_ACM,Beta,2,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3774308903857676,0.3777629472229171,0.00033205683714948586,0.0879781823925685,Increase
BCM_vs_ACM,Beta,2,AF8,EN,Entropy,RAW_AF8_EN,5.398614739287038,5.405534740937624,0.0069200016505863715,0.12818106097158274,Increase
BCM_vs_ACM,Beta,2,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,2011122.6005771067,2066398.893309006,55276.2927318993,2.7485292401386845,Increase
BCM_vs_ACM,Beta,2,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3385115276272843,1.3246842267708203,-0.013827300856463998,-1.0330356198706032,Decrease
BCM_vs_ACM,Beta,2,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6566344077551899,0.6662682846946467,0.009633876939456831,1.4671599333930407,Increase
BCM_vs_ACM,Beta,2,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,783930.647673577,739405.3947389557,-44525.2529346213,-5.679743873613842,Decrease
BCM_vs_ACM,Beta,2,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3783951380697143,0.3821214646699759,0.0037263266002615647,0.984771268275397,Increase
BCM_vs_ACM,Beta,2,TP10,EN,Entropy,RAW_TP10_EN,5.410969033941904,5.41828632999708,0.007317296055175504,0.1352307878547373,Increase
BCM_vs_ACM,Beta,2,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,2148320.0167218493,2008452.9491912443,-139867.067530605,-6.510532250406068,Decrease
BCM_vs_ACM,Beta,2,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.343595014429876,1.3425839151260683,-0.0010110993038077165,-0.07525327892324411,Decrease
BCM_vs_ACM,Beta,2,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6562053759978095,0.6544668691447602,-0.0017385068530493264,-0.2649333450531087,Decrease
BCM_vs_ACM,Beta,2,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,697649.4552502916,628471.7864005002,-69177.6688497914,-9.915820664544622,Decrease
BCM_vs_ACM,Beta,2,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3782150860472147,0.3747259768386879,-0.003489109208526797,-0.9225198404939436,Decrease
BCM_vs_ACM,Beta,2,TP9,EN,Entropy,RAW_TP9_EN,5.408965353979412,5.405230938189986,-0.0037344157894265706,-0.06904122221228753,Decrease
BCM_vs_ACM,Beta,2,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1923825.114433187,1734524.070965334,-189301.043467853,-9.839825982499786,Decrease
BCM_vs_ACM,Beta,2,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3453278039078678,1.348965016319165,0.0036372124112973303,0.2703588226402565,Increase
BCM_vs_ACM,Beta,2,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6551247999362333,0.6517093823919121,-0.0034154175443211754,-0.5213384601916483,Decrease
BCM_vs_ACM,Beta,9,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,733762.2075571439,611048.942348444,-122713.26520869986,-16.723846492072596,Decrease
BCM_vs_ACM,Beta,9,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3802205057514798,0.380905478542669,0.0006849727911891756,0.1801514596997797,Increase
BCM_vs_ACM,Beta,9,AF7,EN,Entropy,RAW_AF7_EN,5.4071387915306985,5.404022063593096,-0.003116727937602981,-0.05764098274090486,Decrease
BCM_vs_ACM,Beta,9,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1946134.03390906,1622607.9068947118,-323526.1270143483,-16.6240413752235,Decrease
BCM_vs_ACM,Beta,9,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3221644563585857,1.3067445068361954,-0.015419949522390342,-1.1662656221192713,Decrease
BCM_vs_ACM,Beta,9,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6642478679397165,0.6762030114757714,0.01195514353605498,1.799801567016842,Increase
BCM_vs_ACM,Beta,9,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,822288.9584752573,664598.1243582234,-157690.83411703387,-19.177058440555335,Decrease
BCM_vs_ACM,Beta,9,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3880061937135689,0.3830690396802975,-0.00493715403327144,-1.2724420674882602,Decrease
BCM_vs_ACM,Beta,9,AF8,EN,Entropy,RAW_AF8_EN,5.402163873319425,5.408998618050714,0.006834744731289533,0.1265186486667951,Increase
BCM_vs_ACM,Beta,9,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,2064720.8615673005,1756291.1424345723,-308429.7191327282,-14.938083150794704,Decrease
BCM_vs_ACM,Beta,9,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3191598760040824,1.308252635652518,-0.010907240351564429,-0.8268323309380791,Decrease
BCM_vs_ACM,Beta,9,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6671399929706834,0.6744665200222757,0.007326527051592313,1.0981993477813086,Increase
BCM_vs_ACM,Beta,9,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,776134.0205859394,611695.6880184553,-164438.33256748412,-21.18684765851934,Decrease
BCM_vs_ACM,Beta,9,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3888882349853778,0.3844453240827195,-0.004442910902658304,-1.1424647245564932,Decrease
BCM_vs_ACM,Beta,9,TP10,EN,Entropy,RAW_TP10_EN,5.401804718533586,5.410811539963174,0.00900682142958864,0.16673726465316763,Increase
BCM_vs_ACM,Beta,9,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,2039021.703725758,1631243.8874710468,-407777.81625471124,-19.998699156051558,Decrease
BCM_vs_ACM,Beta,9,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3319049774146134,1.305317550210008,-0.026587427204605385,-1.9961954985869002,Decrease
BCM_vs_ACM,Beta,9,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6594870891850861,0.671367093009396,0.01188000382430987,1.801400515511188,Increase
BCM_vs_ACM,Beta,9,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,817641.6964246139,727834.3225726048,-89807.37385200919,-10.983707685740484,Decrease
BCM_vs_ACM,Beta,9,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3831230671468293,0.3895025529671215,0.006379485820292186,1.6651270485489433,Increase
