Condition_Pair,Band,Subject,Channel,Feature_Type,Feature,Source_Column,BF,AF,Change,Change_Percent,Direction
BF_vs_AF,Gamma,25,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6753304461489917,0.6754105819606199,8.013581162813477e-05,0.011866163014728818,Increase
BF_vs_AF,Gamma,25,TP10,EN,Entropy,RAW_TP10_EN,5.435685831816571,5.432407434249929,-0.003278397566641722,-0.0603124917090012,Decrease
BF_vs_AF,Gamma,25,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,674633.8328727556,664736.0347176399,-9897.798155115684,-1.4671363446105932,Decrease
BF_vs_AF,Gamma,25,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.4054527144418164,0.4067987863732886,0.0013460719314721814,0.3319923343774645,Increase
BF_vs_AF,Gamma,25,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1676628.089587615,1644175.02733685,-32453.06225076504,-1.935614848177047,Decrease
BF_vs_AF,Gamma,25,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.30782280874995,1.302385368868734,-0.005437439881216033,-0.4157627351990653,Decrease
BF_vs_AF,Gamma,25,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6816088226100352,0.6873943599770957,0.005785537367060556,0.8488061150538542,Increase
BF_vs_AF,Gamma,25,TP9,EN,Entropy,RAW_TP9_EN,5.400514784380692,5.405137717971588,0.004622933590895606,0.08560172086309258,Increase
BF_vs_AF,Gamma,25,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,744564.9062384558,840842.4434809422,96277.53724248637,12.93071113556517,Increase
BF_vs_AF,Gamma,25,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.3976824512309211,0.4112696286724144,0.013587177441493292,3.4165896431783116,Increase
BF_vs_AF,Gamma,25,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1889571.9870677087,2096339.2022709483,206767.21520323958,10.942542365062618,Increase
BF_vs_AF,Gamma,25,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.31374790414658,1.3089333995781804,-0.004814504568399602,-0.36647096092055337,Decrease
BF_vs_AF,Gamma,25,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.670604657505845,0.6741121761483634,0.0035075186425184146,0.5230382168182068,Increase
BF_vs_AF,Gamma,26,AF7,EN,Entropy,RAW_AF7_EN,5.415537632324157,5.41348145063732,-0.0020561816868367444,-0.03796819127548568,Decrease
BF_vs_AF,Gamma,26,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,593050.287159113,602539.3036421912,9489.016483078245,1.6000357285945264,Increase
BF_vs_AF,Gamma,26,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.4043841102714318,0.3977993153857104,-0.00658479488572139,-1.6283515396540993,Decrease
BF_vs_AF,Gamma,26,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1514633.8065579063,1532316.0245609712,17682.21800306486,1.1674252830292182,Increase
BF_vs_AF,Gamma,26,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3128530657479265,1.3182379669391304,0.005384901191203939,0.4101678498298806,Increase
BF_vs_AF,Gamma,26,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6719272695365942,0.6730278216985375,0.001100552161943269,0.16379037015453818,Increase
BF_vs_AF,Gamma,26,AF8,EN,Entropy,RAW_AF8_EN,5.406906241341586,5.417082891628631,0.010176650287045064,0.18821577132656156,Increase
BF_vs_AF,Gamma,26,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,566703.4584453729,564525.3521306164,-2178.106314756442,-0.3843467482502402,Decrease
BF_vs_AF,Gamma,26,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.4003417630301806,0.3986356708560074,-0.0017060921741732238,-0.42615893012506084,Decrease
BF_vs_AF,Gamma,26,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1465357.9662456887,1453437.4546938664,-11920.511551822303,-0.8134880231594998,Decrease
BF_vs_AF,Gamma,26,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3175565011016606,1.3204511530280585,0.0028946519263979287,0.21969850431291538,Increase
BF_vs_AF,Gamma,26,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6747874635204161,0.6746732142256998,-0.0001142492947162621,-0.016931152532119534,Decrease
BF_vs_AF,Gamma,26,TP10,EN,Entropy,RAW_TP10_EN,5.420115303794717,5.416309733313711,-0.0038055704810062707,-0.07021198383624651,Decrease
BF_vs_AF,Gamma,26,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,645957.859781472,652327.6199367968,6369.760155324824,0.9860953092945907,Increase
BF_vs_AF,Gamma,26,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.4072101369293632,0.4051258007557247,-0.0020843361736385124,-0.5118576343299804,Decrease
BF_vs_AF,Gamma,26,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1612369.78614377,1677778.114067893,65408.327924123034,4.056658000306313,Increase
BF_vs_AF,Gamma,26,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.312993503810172,1.3066406058501392,-0.0063528979600329105,-0.4838483923642771,Decrease
BF_vs_AF,Gamma,26,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6797168541694364,0.6792610746334946,-0.00045577953594178044,-0.0670543231561779,Decrease
BF_vs_AF,Gamma,26,TP9,EN,Entropy,RAW_TP9_EN,5.417606110387204,5.409784679037365,-0.007821431349839258,-0.14437061666117046,Decrease
BF_vs_AF,Gamma,26,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,637606.3597153123,637240.2296503298,-366.1300649824552,-0.05742258674237977,Decrease
BF_vs_AF,Gamma,26,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.3945085236729097,0.406238138970929,0.011729615298019302,2.9732222738346774,Increase
BF_vs_AF,Gamma,26,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1620256.8785163416,1579590.716541604,-40666.16197473765,-2.509858931256344,Decrease
BF_vs_AF,Gamma,26,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3084809670921267,1.3045818187578972,-0.003899148334229441,-0.29799045093446225,Decrease
BF_vs_AF,Gamma,26,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6737617783303618,0.677637800243061,0.0038760219126992013,0.5752807650063364,Increase
BF_vs_AF,Gamma,27,AF7,EN,Entropy,RAW_AF7_EN,5.317782541518584,5.406499646565668,0.08871710504708386,1.668310134053529,Increase
BF_vs_AF,Gamma,27,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,740867.7250326753,985985.9757580396,245118.2507253643,33.08529207620073,Increase
BF_vs_AF,Gamma,27,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.371044775070228,0.4022320294586099,0.031187254388381935,8.405253619992115,Increase
BF_vs_AF,Gamma,27,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2079471.7681545108,2427077.8458777256,347606.07772321487,16.716075834571598,Increase
BF_vs_AF,Gamma,27,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3884363273451703,1.3295235109779957,-0.0589128163671746,-4.243105370184446,Decrease
BF_vs_AF,Gamma,27,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6562990636603903,0.6769108205737795,0.020611756913389234,3.140604345590691,Increase
BF_vs_AF,Gamma,27,AF8,EN,Entropy,RAW_AF8_EN,5.41370893414833,5.412778678045201,-0.0009302561031292456,-0.01718334166917289,Decrease
BF_vs_AF,Gamma,27,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,717960.839211402,769256.3519944658,51295.51278306381,7.144611513826586,Increase
BF_vs_AF,Gamma,27,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.4126536057097576,0.396379711352028,-0.016273894357729635,-3.943717959216374,Decrease
BF_vs_AF,Gamma,27,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1794954.0775318737,1954514.2974774227,159560.21994554903,8.889376165263798,Increase
BF_vs_AF,Gamma,27,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3051817928689529,1.3118286851112688,0.00664689224231596,0.5092694579890867,Increase
BF_vs_AF,Gamma,27,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.680114100582285,0.6763815110910729,-0.003732589491212135,-0.5488181303720139,Decrease
BF_vs_AF,Gamma,27,TP10,EN,Entropy,RAW_TP10_EN,5.219754405142633,5.1883134758985205,-0.03144092924411268,-0.602344991809122,Decrease
BF_vs_AF,Gamma,27,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,722065.01631986,812017.0885217118,89952.07220185176,12.457613950099589,Increase
BF_vs_AF,Gamma,27,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.4875882757673481,0.5335317076447451,0.04594343187739702,9.422587490458621,Increase
BF_vs_AF,Gamma,27,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1545684.5389609276,1643470.542437932,97786.00347700436,6.326388147916657,Increase
BF_vs_AF,Gamma,27,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.284568413513412,1.2483759728785675,-0.036192440634844614,-2.817478637502457,Decrease
BF_vs_AF,Gamma,27,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.7305303560188879,0.7557576795615343,0.02522732354264634,3.453288879072136,Increase
BF_vs_AF,Gamma,27,TP9,EN,Entropy,RAW_TP9_EN,5.168798119791255,4.5519511291941015,-0.6168469905971534,-11.93405074644442,Decrease
BF_vs_AF,Gamma,27,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,564921.8289081078,1364356.948550208,799435.1196421002,141.51252062382937,Increase
BF_vs_AF,Gamma,27,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.4026021663629843,0.6974738393481619,0.2948716729851776,73.2414521384673,Increase
BF_vs_AF,Gamma,27,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1329285.297709789,1962281.2647463928,632995.967036604,47.619270906492815,Increase
BF_vs_AF,Gamma,27,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3746906984017386,1.145697907272071,-0.22899279112966764,-16.657768281687098,Decrease
BF_vs_AF,Gamma,27,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6782474640670051,0.847746983850852,0.16949951978384692,24.990807745519533,Increase
BF_vs_AF,Gamma,28,AF7,EN,Entropy,RAW_AF7_EN,5.424686265745111,5.391690279138608,-0.032995986606502825,-0.6082561274531264,Decrease
BF_vs_AF,Gamma,28,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,881118.6570191208,975670.5962898786,94551.93927075784,10.730897424262123,Increase
BF_vs_AF,Gamma,28,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.4188899895947108,0.4187954675617688,-9.452203294202377e-05,-0.022564882257863645,Decrease
BF_vs_AF,Gamma,28,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2212149.0077961087,2437263.643011515,225114.6352154063,10.176287149828148,Increase
BF_vs_AF,Gamma,28,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3236886033306934,1.3434533352182898,0.01976473188759642,1.493155704284526,Increase
BF_vs_AF,Gamma,28,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6889389267323296,0.6807902248640523,-0.00814870186827732,-1.1827901650044663,Decrease
BF_vs_AF,Gamma,28,AF8,EN,Entropy,RAW_AF8_EN,5.403696727407767,5.411893292162558,0.008196564754791247,0.15168439622486474,Increase
BF_vs_AF,Gamma,28,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,897262.3968942692,894859.4300643579,-2402.9668299112236,-0.2678109367146902,Decrease
BF_vs_AF,Gamma,28,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.3874628486847179,0.3974223294450805,0.009959480760362571,2.57043502213723,Increase
BF_vs_AF,Gamma,28,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,2335052.53544096,2221645.0535431425,-113407.48189781746,-4.85674220072317,Decrease
BF_vs_AF,Gamma,28,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3262068418613,1.316187731323116,-0.01001911053818394,-0.7554711845795,Decrease
BF_vs_AF,Gamma,28,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.663671713769076,0.6713846985384109,0.007712984769334907,1.162168676066046,Increase
BF_vs_AF,Gamma,28,TP10,EN,Entropy,RAW_TP10_EN,4.818192381968147,4.876427372355128,0.05823499038698099,1.2086480939391844,Increase
BF_vs_AF,Gamma,28,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,1078811.681787853,1158724.6968784183,79913.01509056543,7.4075036857341185,Increase
BF_vs_AF,Gamma,28,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.5598966088107097,0.5645473817390885,0.004650772928378788,0.8306485260301202,Increase
BF_vs_AF,Gamma,28,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1893360.2602752843,2078582.1039104837,185221.84363519936,9.782704724576247,Increase
BF_vs_AF,Gamma,28,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.2120049001272584,1.224949556437919,0.012944656310660552,1.068036631642445,Increase
BF_vs_AF,Gamma,28,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.7781767237196078,0.777212403912835,-0.0009643198067728065,-0.12392041259772628,Decrease
BF_vs_AF,Gamma,28,TP9,EN,Entropy,RAW_TP9_EN,4.983312058540581,4.90556210682843,-0.07774995171215071,-1.5602063607254941,Decrease
BF_vs_AF,Gamma,28,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,1042712.9473909726,1068443.709032857,25730.761641884455,2.4676745125556137,Increase
BF_vs_AF,Gamma,28,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.5592873252285369,0.5724716356495451,0.013184310421008205,2.357341178010929,Increase
BF_vs_AF,Gamma,28,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1854077.050321592,1879728.9917107471,25651.94138915511,1.3835423605888302,Increase
BF_vs_AF,Gamma,28,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.240320762182075,1.2117605935166256,-0.028560168665449526,-2.302643762505766,Decrease
BF_vs_AF,Gamma,28,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.7480571096856138,0.7855278959785014,0.03747078629288758,5.0090809655743325,Increase
BF_vs_AF,Beta,1,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,704905.5631234131,757046.2466960335,52140.683572620386,7.396832469527798,Increase
BF_vs_AF,Beta,1,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3942506522632433,0.393254416769575,-0.000996235493668285,-0.2526908929507853,Decrease
BF_vs_AF,Beta,1,AF7,EN,Entropy,RAW_AF7_EN,5.402825132003376,5.405201674269435,0.0023765422660586566,0.04398702915593774,Increase
BF_vs_AF,Beta,1,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1877928.498986556,1972198.1872532272,94269.68826667126,5.019876332754144,Increase
BF_vs_AF,Beta,1,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3139016413615554,1.3277981499701954,0.013896508608640001,1.0576521233537302,Increase
BF_vs_AF,Beta,1,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6711509769711477,0.662233898285839,-0.008917078685308666,-1.3286248536135268,Decrease
BF_vs_AF,Beta,1,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,696794.1604208595,665124.6083868446,-31669.552034014836,-4.545036946762961,Decrease
BF_vs_AF,Beta,1,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3897128842058688,0.3811919350930584,-0.008520949112810428,-2.1864684125529634,Decrease
BF_vs_AF,Beta,1,AF8,EN,Entropy,RAW_AF8_EN,5.408981396228745,5.401801294159147,-0.007180102069598071,-0.13274407034574362,Decrease
BF_vs_AF,Beta,1,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1793028.1877018,1790254.0254517633,-2774.1622500366066,-0.15471938863339163,Decrease
BF_vs_AF,Beta,1,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3226756299809153,1.311768029558697,-0.010907600422218167,-0.824661782146508,Decrease
BF_vs_AF,Beta,1,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6659409247012404,0.6722464126404071,0.006305487939166632,0.946853948343158,Increase
BF_vs_AF,Beta,1,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,727305.3013365048,732607.9576373701,5302.656300865347,0.7290825862428231,Increase
BF_vs_AF,Beta,1,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3851415806573622,0.3885004052391326,0.003358824581770392,0.8721012610576941,Increase
BF_vs_AF,Beta,1,TP10,EN,Entropy,RAW_TP10_EN,5.417307614662321,5.414887504374313,-0.002420110288007926,-0.044673672978394814,Decrease
BF_vs_AF,Beta,1,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1878640.772773216,1944952.1537182608,66311.3809450448,3.5297531016085166,Increase
BF_vs_AF,Beta,1,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3247888919826871,1.324804040179408,1.5148196720771168e-05,0.00114344231088021,Increase
BF_vs_AF,Beta,1,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6627468245006571,0.6670050644532972,0.004258239952640075,0.6425138220539075,Increase
BF_vs_AF,Beta,1,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,713455.724791235,754144.296924036,40688.57213280094,5.70302693200855,Increase
BF_vs_AF,Beta,1,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3889250409322623,0.3808078283510547,-0.008117212581207622,-2.087089214351042,Decrease
BF_vs_AF,Beta,1,TP9,EN,Entropy,RAW_TP9_EN,5.410009140296133,5.40877929764175,-0.001229842654382196,-0.02273272784738543,Decrease
BF_vs_AF,Beta,1,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1917621.8123279165,2064939.8705613613,147318.0582334448,7.682331171160728,Increase
BF_vs_AF,Beta,1,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3148771780587736,1.3294276108307368,0.014550432771963218,1.1066001459881472,Increase
BF_vs_AF,Beta,1,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6707327937504237,0.660311216975648,-0.010421576774775732,-1.553759838773225,Decrease
BF_vs_AF,Beta,2,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,628968.127895969,622783.9867124069,-6184.141183562111,-0.9832201202705402,Decrease
BF_vs_AF,Beta,2,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3780365750741807,0.3792650620003389,0.0012284869261581788,0.32496509786576006,Increase
BF_vs_AF,Beta,2,AF7,EN,Entropy,RAW_AF7_EN,5.406896216260327,5.401133097281749,-0.0057631189785780634,-0.10658830404856777,Decrease
BF_vs_AF,Beta,2,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1684541.9531380087,1671963.5844207825,-12578.3687172262,-0.7466937047067831,Decrease
BF_vs_AF,Beta,2,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3004500274496795,1.2958957377410478,-0.004554289708631698,-0.35020874408862473,Decrease
BF_vs_AF,Beta,2,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6759978367910863,0.681814092787419,0.005816255996332731,0.8603956521432206,Increase
BF_vs_AF,Beta,2,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,658502.2916382949,658735.7902350063,233.49859671131708,0.035459040868391425,Increase
BF_vs_AF,Beta,2,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3991739527029342,0.3919294514646875,-0.0072445012382467144,-1.814873237392341,Decrease
BF_vs_AF,Beta,2,AF8,EN,Entropy,RAW_AF8_EN,5.39428976034464,5.40730166840247,0.01301190805782948,0.2412163349748967,Increase
BF_vs_AF,Beta,2,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1719046.623233544,1731788.9407038,12742.317470256006,0.7412432739193298,Increase
BF_vs_AF,Beta,2,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3017011538754977,1.3063749137067249,0.004673759831227198,0.3590501412180682,Increase
BF_vs_AF,Beta,2,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6786471454900103,0.6749916004217427,-0.003655545068267596,-0.5386518005064542,Decrease
BF_vs_AF,Beta,2,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,701439.388824007,676317.4722738441,-25121.916550162947,-3.5814807309696293,Decrease
BF_vs_AF,Beta,2,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3777478689062142,0.3897003355049004,0.011952466598686207,3.164138723878206,Increase
BF_vs_AF,Beta,2,TP10,EN,Entropy,RAW_TP10_EN,5.402429921684916,5.408153099919273,0.00572317823435764,0.10593711195373895,Increase
BF_vs_AF,Beta,2,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1915812.2789246272,1739002.990864179,-176809.28806044813,-9.228946385065123,Decrease
BF_vs_AF,Beta,2,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3124326820061245,1.3202405526871723,0.007807870681047824,0.5949158983996856,Increase
BF_vs_AF,Beta,2,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6744919317622526,0.6685618009039898,-0.005930130858262883,-0.8791996729700182,Decrease
BF_vs_AF,Beta,2,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,626686.370210593,615225.8496502187,-11460.52056037425,-1.8287489731942046,Decrease
BF_vs_AF,Beta,2,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3875735302350018,0.3837774192970294,-0.0037961109379723856,-0.9794556753322775,Decrease
BF_vs_AF,Beta,2,TP9,EN,Entropy,RAW_TP9_EN,5.41915451248653,5.405564533292939,-0.013589979193591617,-0.25077674316682247,Decrease
BF_vs_AF,Beta,2,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1669724.5463530892,1632539.470265876,-37185.07608721312,-2.227018592284009,Decrease
BF_vs_AF,Beta,2,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3183854079597717,1.3139382616334836,-0.004447146326288065,-0.33731762346870287,Decrease
BF_vs_AF,Beta,2,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6678253846866344,0.6693150986673937,0.0014897139807592552,0.2230693853391449,Increase
BF_vs_AF,Beta,9,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,742215.5714260698,839628.7587188927,97413.18729282287,13.12464882751735,Increase
BF_vs_AF,Beta,9,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3728891866320288,0.3930805278497248,0.020191341217696,5.414836884937895,Increase
BF_vs_AF,Beta,9,AF7,EN,Entropy,RAW_AF7_EN,5.413944405994572,5.394038459120504,-0.01990594687406766,-0.3676791888004403,Decrease
BF_vs_AF,Beta,9,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1943464.212952936,2133898.408393494,190434.19544055779,9.798698333179415,Increase
BF_vs_AF,Beta,9,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3118449987132106,1.3153866743778055,0.0035416756645949565,0.2699766868851875,Increase
BF_vs_AF,Beta,9,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6691918055230357,0.666586864418383,-0.0026049411046527027,-0.38926673685382307,Decrease
BF_vs_AF,Beta,9,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,766992.3445450157,866037.6318965023,99045.28735148662,12.913464919945303,Increase
BF_vs_AF,Beta,9,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3637175450881749,0.3800502835432371,0.016332738455062223,4.4905005754129155,Increase
BF_vs_AF,Beta,9,AF8,EN,Entropy,RAW_AF8_EN,5.398836662268932,5.399309463206713,0.0004728009377803488,0.008757459566884692,Increase
BF_vs_AF,Beta,9,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,2070466.0581160544,2261133.94772366,190667.88960760576,9.208935778502793,Increase
BF_vs_AF,Beta,9,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.315904970225254,1.3356324134031496,0.019727443177895543,1.4991540897150526,Increase
BF_vs_AF,Beta,9,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6662021633606702,0.6631348678155277,-0.003067295545142512,-0.4604151282952127,Decrease
BF_vs_AF,Beta,9,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,801338.7610157084,625697.2357612797,-175641.52525442874,-21.9185110965805,Decrease
BF_vs_AF,Beta,9,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3843255471115759,0.3832374652780824,-0.001088081833493515,-0.2831146255228324,Decrease
BF_vs_AF,Beta,9,TP10,EN,Entropy,RAW_TP10_EN,5.413848573883188,5.41613367015108,0.002285096267891973,0.04220835209384039,Increase
BF_vs_AF,Beta,9,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,2132641.1647998164,1652590.4515444138,-480050.71325540263,-22.509680539738774,Decrease
BF_vs_AF,Beta,9,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3262805099062345,1.3150495022936002,-0.011231007612634292,-0.8468048447329066,Decrease
BF_vs_AF,Beta,9,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6649893976425686,0.6719484682709391,0.006959070628370534,1.0464934708795206,Increase
BF_vs_AF,Beta,9,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,821574.4968736523,810185.6629677082,-11388.833905944135,-1.3862204765705612,Decrease
BF_vs_AF,Beta,9,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3813090985748564,0.3893906295049369,0.008081530930080516,2.119417281225456,Increase
BF_vs_AF,Beta,9,TP9,EN,Entropy,RAW_TP9_EN,5.409572383393136,5.409645034474264,7.265108112797236e-05,0.001343009686884016,Increase
BF_vs_AF,Beta,9,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,2216416.4470442897,2039514.8196418688,-176901.62740242085,-7.981425496022133,Decrease
BF_vs_AF,Beta,9,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3181230631669223,1.3348618302151507,0.01673876704822841,1.269894102908104,Increase
BF_vs_AF,Beta,9,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6678289735406572,0.655530237323422,-0.012298736217235207,-1.8415996766403344,Decrease
BF_vs_AF,Beta,14,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,689293.4410762363,712215.0568331628,22921.615756926476,3.3253784804824984,Increase
BF_vs_AF,Beta,14,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3994570778555306,0.388595301737375,-0.010861776118155586,-2.719134725679815,Decrease
BF_vs_AF,Beta,14,AF7,EN,Entropy,RAW_AF7_EN,5.413929056962397,5.407157876232947,-0.006771180729449711,-0.12506962426376583,Decrease
