Condition_Pair,Band,Subject,Channel,Feature_Type,Feature,Source_Column,BM,AM,Change,Change_Percent,Direction
BM_vs_AM,Gamma,16,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.3910880285473928,0.1046837587793416,-0.28640426976805117,-73.23268647006007,Decrease
BM_vs_AM,Gamma,16,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1878405.1254117736,136.18334934314163,-1878268.9420624303,-99.99275005442112,Decrease
BM_vs_AM,Gamma,16,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3330563106297073,2.3893372895134863,1.056280978883779,79.23753636369753,Increase
BM_vs_AM,Gamma,16,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6605259110770727,0.3508458880313443,-0.3096800230457284,-46.88385691649176,Decrease
BM_vs_AM,Gamma,16,TP10,EN,Entropy,RAW_TP10_EN,5.397372625723833,3.949592578116003,-1.4477800476078295,-26.823792759975877,Decrease
BM_vs_AM,Gamma,16,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,716546.485239136,20.707838970193897,-716525.7774001658,-99.99711004946687,Decrease
BM_vs_AM,Gamma,16,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.3712090127809383,0.0496960862366492,-0.3215129265442891,-86.61237078691933,Decrease
BM_vs_AM,Gamma,16,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1923335.216230571,645.3773999213183,-1922689.8388306496,-99.96644488207384,Decrease
BM_vs_AM,Gamma,16,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3431631809943758,2.720343106066736,1.3771799250723602,102.53258461513224,Increase
BM_vs_AM,Gamma,16,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6506046515989521,0.267414461662643,-0.3831901899363091,-58.89754845658811,Decrease
BM_vs_AM,Gamma,16,TP9,EN,Entropy,RAW_TP9_EN,5.398197835951342,3.958633446904072,-1.4395643890472698,-26.667499650715758,Decrease
BM_vs_AM,Gamma,16,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,722899.139135451,22.830241303232864,-722876.3088941479,-99.99684184970388,Decrease
BM_vs_AM,Gamma,16,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.3711562976289601,0.0524726520005035,-0.3186836456284566,-85.8623840318184,Decrease
BM_vs_AM,Gamma,16,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1968794.9712661651,635.3676653222409,-1968159.6036008429,-99.9677280938546,Decrease
BM_vs_AM,Gamma,16,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.337019580590384,2.849850658599023,1.512831078008639,113.14950805287552,Increase
BM_vs_AM,Gamma,16,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6514694220485564,0.2660036317375188,-0.3854657903110376,-59.16866966663363,Decrease
BM_vs_AM,Gamma,22,AF7,EN,Entropy,RAW_AF7_EN,5.3999669297383335,5.410265348820354,0.010298419082020338,0.1907126324293873,Increase
BM_vs_AM,Gamma,22,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,682953.5087046209,670067.0307272368,-12886.477977384115,-1.8868748477222554,Decrease
BM_vs_AM,Gamma,22,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.3841895001472719,0.3843548539872671,0.00016535383999521924,0.043039656193579974,Increase
BM_vs_AM,Gamma,22,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1809223.9113600615,1763575.2983294628,-45648.61303059873,-2.5231046717862005,Decrease
BM_vs_AM,Gamma,22,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.326075063429449,1.3265873760967986,0.0005123126673496348,0.03863376074840814,Increase
BM_vs_AM,Gamma,22,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6660411735264513,0.6610808893059034,-0.00496028422054795,-0.7447413790179078,Decrease
BM_vs_AM,Gamma,22,AF8,EN,Entropy,RAW_AF8_EN,5.408962706081951,5.412780899686869,0.0038181936049177523,0.07059012628474023,Increase
BM_vs_AM,Gamma,22,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,722911.3540886226,723136.6165108199,225.26242219726555,0.03116044877746523,Increase
BM_vs_AM,Gamma,22,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.388785405463073,0.3791539315331846,-0.00963147392988839,-2.477323941318366,Decrease
BM_vs_AM,Gamma,22,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1886432.9714373616,1892275.5815501483,5842.610112786759,0.3097173449176411,Increase
BM_vs_AM,Gamma,22,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3275641658781157,1.3325206171004091,0.00495645122229349,0.37334927754810643,Increase
BM_vs_AM,Gamma,22,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6677402571944184,0.6601841379569224,-0.007556119237495995,-1.1315955801802084,Decrease
BM_vs_AM,Gamma,22,TP10,EN,Entropy,RAW_TP10_EN,5.39939711322495,5.405810393447843,0.006413280222893114,0.11877770959251768,Increase
BM_vs_AM,Gamma,22,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,636228.599270378,655018.019836077,18789.420565698994,2.953249914770659,Increase
BM_vs_AM,Gamma,22,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.3876125078345253,0.4009028871570895,0.013290379322564216,3.4287797875289363,Increase
BM_vs_AM,Gamma,22,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1672949.3427346323,1665972.8137696348,-6976.528964997502,-0.41701973794338243,Decrease
BM_vs_AM,Gamma,22,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3203020254074849,1.3181902847580405,-0.0021117406494444158,-0.1599437559593737,Decrease
BM_vs_AM,Gamma,22,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6632898243595722,0.6685488239200965,0.005258999560524336,0.7928660093047666,Increase
BM_vs_AM,Gamma,22,TP9,EN,Entropy,RAW_TP9_EN,5.407884282592889,5.4031038640667886,-0.0047804185261002274,-0.08839720445734438,Decrease
