Condition_Pair,Band,Subject,Channel,Feature_Type,Feature,Source_Column,BCF,ACF,Change,Change_Percent,Direction
BCF_vs_ACF,Gamma,25,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.401806732436221,0.4081890769721913,0.006382344535970308,1.5884115473309997,Increase
BCF_vs_ACF,Gamma,25,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1545302.4670591522,1750470.54454555,205168.0774863977,13.276887978885505,Increase
BCF_vs_ACF,Gamma,25,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3085659297932817,1.3033051364322124,-0.005260793361069327,-0.4020273829000264,Decrease
BCF_vs_ACF,Gamma,25,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.67527404336803,0.6762998793378339,0.0010258359698038788,0.1519140236291875,Increase
BCF_vs_ACF,Gamma,25,TP10,EN,Entropy,RAW_TP10_EN,5.44644036942589,5.446184768401989,-0.0002556010239009865,-0.00469299224013958,Decrease
BCF_vs_ACF,Gamma,25,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,697898.5589464615,665665.7562556794,-32232.80269078212,-4.618551260435376,Decrease
BCF_vs_ACF,Gamma,25,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.4072170299084132,0.409530207953616,0.0023131780452028128,0.5680455077537075,Increase
BCF_vs_ACF,Gamma,25,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1708028.5630855002,1630934.1049655871,-77094.458119913,-4.513651573873231,Decrease
BCF_vs_ACF,Gamma,25,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.305519709778256,1.307162837127405,0.001643127349149065,0.12586001856901508,Increase
BCF_vs_ACF,Gamma,25,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6898334833263835,0.6860882053272197,-0.0037452779991637986,-0.5429249361895327,Decrease
BCF_vs_ACF,Gamma,25,TP9,EN,Entropy,RAW_TP9_EN,5.400798740101057,5.398086772785672,-0.002711967315384811,-0.050214189528085734,Decrease
BCF_vs_ACF,Gamma,25,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,871286.568491815,819178.1527192108,-52108.415772604174,-5.9806288375136,Decrease
BCF_vs_ACF,Gamma,25,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.3994568629066312,0.3959937240215652,-0.003463138885065997,-0.8669619192086505,Decrease
BCF_vs_ACF,Gamma,25,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,2203330.8561456264,2079057.8564460725,-124272.99969955394,-5.640233256522791,Decrease
BCF_vs_ACF,Gamma,25,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3136907700992888,1.3101806773595714,-0.003510092739717363,-0.26719322534724593,Decrease
BCF_vs_ACF,Gamma,25,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6723058226041658,0.6719067585165427,-0.0003990640876231355,-0.05935752364561817,Decrease
BCF_vs_ACF,Gamma,26,AF7,EN,Entropy,RAW_AF7_EN,5.417449905533458,5.4196992594311695,0.0022493538977110816,0.04152052971294779,Increase
BCF_vs_ACF,Gamma,26,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,664764.9767829832,609865.6796701803,-54899.29711280286,-8.258452089109545,Decrease
BCF_vs_ACF,Gamma,26,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.3987075036052083,0.3955740473180196,-0.003133456287188696,-0.785903515448101,Decrease
BCF_vs_ACF,Gamma,26,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1678986.12150195,1563370.7195929636,-115615.4019089865,-6.886024871102678,Decrease
BCF_vs_ACF,Gamma,26,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3119786782367038,1.3167202313857034,0.0047415531489996,0.3614047413767605,Increase
BCF_vs_ACF,Gamma,26,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6739712636828601,0.6745711424824758,0.0005998787996157606,0.08900658409941288,Increase
BCF_vs_ACF,Gamma,26,AF8,EN,Entropy,RAW_AF8_EN,5.414071178826619,5.422896221259324,0.00882504243270521,0.16300196545657245,Increase
BCF_vs_ACF,Gamma,26,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,681761.0726097744,586518.659624273,-95242.41298550146,-13.970057372286524,Decrease
BCF_vs_ACF,Gamma,26,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.4011271504375905,0.3905166474663024,-0.010610502971288127,-2.6451719759465564,Decrease
BCF_vs_ACF,Gamma,26,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1710873.3655102346,1510352.8904250609,-200520.47508517373,-11.720357516079071,Decrease
BCF_vs_ACF,Gamma,26,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3137070157250854,1.3234459076399787,0.0097388919148933,0.7413290633542085,Increase
BCF_vs_ACF,Gamma,26,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6757340889908265,0.6725341194747253,-0.003199969516101242,-0.4735545487841569,Decrease
BCF_vs_ACF,Gamma,26,TP10,EN,Entropy,RAW_TP10_EN,5.435503366972868,5.420463446716323,-0.015039920256544548,-0.2766978371852349,Decrease
BCF_vs_ACF,Gamma,26,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,671522.8601143023,662090.3934856813,-9432.466628620983,-1.4046382020435537,Decrease
BCF_vs_ACF,Gamma,26,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.4122884835966036,0.4089787692388791,-0.0033097143577244803,-0.8027666280785112,Decrease
BCF_vs_ACF,Gamma,26,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1646240.684893397,1645560.3998300005,-680.2850633964408,-0.041323548229552656,Decrease
BCF_vs_ACF,Gamma,26,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3044318668992092,1.305538074724394,0.0011062078251848906,0.0848038025791626,Increase
BCF_vs_ACF,Gamma,26,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6860758922253751,0.6811727002828818,-0.0049031919424933346,-0.7146719478204084,Decrease
BCF_vs_ACF,Gamma,26,TP9,EN,Entropy,RAW_TP9_EN,5.421743686371578,5.412482662303665,-0.009261024067913404,-0.17081265001871027,Decrease
BCF_vs_ACF,Gamma,26,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,656846.0371791874,641810.9933786483,-15035.043800539104,-2.2889753381335463,Decrease
BCF_vs_ACF,Gamma,26,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.4004601255668347,0.4073562237757225,0.006896098208887813,1.7220436614323769,Increase
BCF_vs_ACF,Gamma,26,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1638604.6349851035,1605618.2293139044,-32986.405671199085,-2.0130789921449823,Decrease
BCF_vs_ACF,Gamma,26,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3078583948302387,1.3063415531852598,-0.0015168416449788946,-0.11597904260696221,Decrease
BCF_vs_ACF,Gamma,26,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6782038103987345,0.6769576745607211,-0.0012461358380133625,-0.18374061291114324,Decrease
BCF_vs_ACF,Gamma,27,AF7,EN,Entropy,RAW_AF7_EN,5.350745170392136,5.388800977818869,0.03805580742673342,0.7112244409864964,Increase
BCF_vs_ACF,Gamma,27,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,672023.198279434,937895.8462857106,265872.6480062766,39.56301637904531,Increase
BCF_vs_ACF,Gamma,27,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.4597006961970957,0.4012904140260483,-0.05841028217104738,-12.706154820788893,Decrease
BCF_vs_ACF,Gamma,27,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1499424.5601336309,2358487.0133930705,859062.4532594397,57.292809261632925,Increase
BCF_vs_ACF,Gamma,27,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.2911433008758288,1.320597608562421,0.029454307686592074,2.2812578330083237,Increase
BCF_vs_ACF,Gamma,27,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.713602575120914,0.6751407198114185,-0.03846185530949542,-5.389814534088303,Decrease
BCF_vs_ACF,Gamma,27,AF8,EN,Entropy,RAW_AF8_EN,5.413204015254409,5.4095784229115305,-0.003625592342878292,-0.06697682800539889,Decrease
BCF_vs_ACF,Gamma,27,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,650384.8015160662,719368.931888656,68984.1303725898,10.606663964438553,Increase
BCF_vs_ACF,Gamma,27,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.4005878633143404,0.3984323367406209,-0.0021555265737194795,-0.5380908337774684,Decrease
BCF_vs_ACF,Gamma,27,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1656988.6623055383,1831042.248048636,174053.5857430976,10.504211024649921,Increase
BCF_vs_ACF,Gamma,27,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3063809439386718,1.3149175346113828,0.008536590672711064,0.6534533982847055,Increase
BCF_vs_ACF,Gamma,27,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6757630058728796,0.6726717716848954,-0.003091234187984182,-0.4574435358430506,Decrease
BCF_vs_ACF,Gamma,27,TP10,EN,Entropy,RAW_TP10_EN,4.5173102602625255,5.143098515915955,0.6257882556534291,13.853116558282652,Increase
BCF_vs_ACF,Gamma,27,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,1234359.1271041248,886684.4842872506,-347674.6428168742,-28.166409206414528,Decrease
BCF_vs_ACF,Gamma,27,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.713759684842857,0.5039680387927632,-0.20979164605009382,-29.392476278102208,Decrease
BCF_vs_ACF,Gamma,27,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1756802.2568116894,1827131.4292793493,70329.17246765993,4.003249210033231,Increase
BCF_vs_ACF,Gamma,27,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.129659699886157,1.2740255623612076,0.14436586247505057,12.779588622095595,Increase
BCF_vs_ACF,Gamma,27,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.8463409770252891,0.7437064041140686,-0.10263457291122047,-12.126858523612958,Decrease
BCF_vs_ACF,Gamma,27,TP9,EN,Entropy,RAW_TP9_EN,4.84486557580335,4.478157025634492,-0.36670855016885806,-7.5690139268322705,Decrease
BCF_vs_ACF,Gamma,27,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,972907.1467844418,1351038.5506235156,378131.40383907384,38.86613487102413,Increase
BCF_vs_ACF,Gamma,27,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.5950664139385505,0.7053642245072175,0.11029781056866694,18.535378234278372,Increase
BCF_vs_ACF,Gamma,27,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1779452.1386631068,1894259.6553894903,114807.51672638347,6.451846286387773,Increase
BCF_vs_ACF,Gamma,27,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.1998634476734111,1.141205159290508,-0.05865828838290321,-4.888747006723495,Decrease
BCF_vs_ACF,Gamma,27,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.7902984672892481,0.8471630042406683,0.05686453695142013,7.195324210417302,Increase
BCF_vs_ACF,Gamma,28,AF7,EN,Entropy,RAW_AF7_EN,5.323232844963012,5.334533951291419,0.011301106328406973,0.2122978020602722,Increase
BCF_vs_ACF,Gamma,28,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,956472.5999013603,952837.9747807514,-3634.625120608951,-0.38000305716899624,Decrease
BCF_vs_ACF,Gamma,28,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.429184411136544,0.4312903809128751,0.002105969776331096,0.4906911159131282,Increase
BCF_vs_ACF,Gamma,28,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2206693.4482344827,2223912.555997407,17219.107762924396,0.7803126336692099,Increase
BCF_vs_ACF,Gamma,28,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3198726968813392,1.3217190385716464,0.0018463416903071739,0.1398878615089017,Increase
BCF_vs_ACF,Gamma,28,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6951685984063567,0.6928533403122286,-0.0023152580941281364,-0.3330498672459837,Decrease
BCF_vs_ACF,Gamma,28,AF8,EN,Entropy,RAW_AF8_EN,5.396376189072243,5.398017662917561,0.0016414738453178757,0.030418076646359257,Increase
BCF_vs_ACF,Gamma,28,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,785304.3297802868,791108.0283988726,5803.698618585826,0.7390381535537427,Increase
BCF_vs_ACF,Gamma,28,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.3920835331222608,0.3915244626438844,-0.0005590704783763889,-0.14258963489855558,Decrease
BCF_vs_ACF,Gamma,28,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,2070225.3427736545,2022068.323303376,-48157.01947027841,-2.3261728312995342,Decrease
BCF_vs_ACF,Gamma,28,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3195405435648004,1.3184268782247783,-0.0011136653400221075,-0.08439796302230233,Decrease
BCF_vs_ACF,Gamma,28,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.667923607097625,0.6682759861401478,0.00035237904252283236,0.052757387039222885,Increase
BCF_vs_ACF,Gamma,28,TP10,EN,Entropy,RAW_TP10_EN,4.866254366824126,4.816300532739189,-0.049953834084937476,-1.0265356128010823,Decrease
BCF_vs_ACF,Gamma,28,TP10,BP,Gamma Band Power,RAW_TP10_BP_Gamma,1068185.576901898,1065661.5537482102,-2524.0231536878273,-0.23629069782128628,Decrease
BCF_vs_ACF,Gamma,28,TP10,RP,Gamma Relative Power,RAW_TP10_RP_Gamma,0.5604064978876041,0.5526211445123619,-0.007785353375242221,-1.3892332449013933,Decrease
BCF_vs_ACF,Gamma,28,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1938730.7328144573,1956980.3509749672,18249.61816050997,0.9413178349949083,Increase
BCF_vs_ACF,Gamma,28,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.2179173192075536,1.223226080409973,0.00530876120241941,0.4358884727802042,Increase
BCF_vs_ACF,Gamma,28,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.7767413411724319,0.7741246221707373,-0.0026167190016945785,-0.3368842191075913,Decrease
BCF_vs_ACF,Gamma,28,TP9,EN,Entropy,RAW_TP9_EN,4.866827531976487,4.808233938602132,-0.058593593374354214,-1.2039381504558584,Decrease
BCF_vs_ACF,Gamma,28,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,1226931.2562434103,1099065.7708522389,-127865.48539117142,-10.421568832036034,Decrease
BCF_vs_ACF,Gamma,28,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.5735612134751049,0.5575914053701462,-0.015969808104958738,-2.7843249734758952,Decrease
BCF_vs_ACF,Gamma,28,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,2232475.807076009,1962593.4972303244,-269882.30984568456,-12.088924278161098,Decrease
BCF_vs_ACF,Gamma,28,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.2099192724816916,1.218653880164961,0.00873460768326928,0.7219165676527771,Increase
BCF_vs_ACF,Gamma,28,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.7739870885595712,0.7768400104075485,0.0028529218479772522,0.3686007027955315,Increase
BCF_vs_ACF,Beta,1,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,715417.4275300209,657256.3556308826,-58161.07189913839,-8.129669429488114,Decrease
BCF_vs_ACF,Beta,1,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3822270451036301,0.3765955134061931,-0.0056315316974369645,-1.4733472603724662,Decrease
BCF_vs_ACF,Beta,1,AF7,EN,Entropy,RAW_AF7_EN,5.412798682968103,5.409176925790644,-0.0036217571774592727,-0.06691098985180224,Decrease
BCF_vs_ACF,Beta,1,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1890338.981543269,1832535.529115008,-57803.45242826105,-3.0578352873552035,Decrease
BCF_vs_ACF,Beta,1,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3264043750763,1.334524993908265,0.008120618831965132,0.6122279890322287,Increase
BCF_vs_ACF,Beta,1,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6622206637514538,0.6608179916545807,-0.0014026720968731698,-0.21181339901522978,Decrease
BCF_vs_ACF,Beta,1,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,662218.4311328287,709682.6444907833,47464.213357954635,7.167455801065464,Increase
BCF_vs_ACF,Beta,1,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3812825415589613,0.3792739325549158,-0.0020086090040454807,-0.5268032981087519,Decrease
BCF_vs_ACF,Beta,1,AF8,EN,Entropy,RAW_AF8_EN,5.417019680556031,5.410144956500225,-0.006874724055806247,-0.12690971163502568,Decrease
BCF_vs_ACF,Beta,1,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1747678.2167943493,1911377.399355324,163699.18256097473,9.36666607089933,Increase
BCF_vs_ACF,Beta,1,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.329878027621703,1.3291108400666425,-0.0007671875550605556,-0.05768856535155792,Decrease
BCF_vs_ACF,Beta,1,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6612778244212462,0.6623775343937741,0.0010997099725279513,0.16630074862867558,Increase
BCF_vs_ACF,Beta,1,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,657132.7168909292,702897.191878094,45764.47498716484,6.964266701510286,Increase
BCF_vs_ACF,Beta,1,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.381313608605043,0.3816062587803451,0.00029265017530211157,0.07674789692733804,Increase
BCF_vs_ACF,Beta,1,TP10,EN,Entropy,RAW_TP10_EN,5.403511703449143,5.3961810697218695,-0.0073306337272738276,-0.13566425187151113,Decrease
BCF_vs_ACF,Beta,1,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1714110.9476763215,1834664.3266106893,120553.37893436779,7.0329974321552555,Increase
BCF_vs_ACF,Beta,1,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3179391140335228,1.333406239878593,0.015467125845070262,1.173584248344635,Increase
BCF_vs_ACF,Beta,1,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6672621057552968,0.6577277513708661,-0.009534354384430621,-1.4288769438867444,Decrease
BCF_vs_ACF,Beta,1,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,649164.6704215263,690600.9780464649,41436.30762493855,6.383019519228063,Increase
BCF_vs_ACF,Beta,1,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.383750985776424,0.3824610117790986,-0.0012899739973254443,-0.33614871235197086,Decrease
BCF_vs_ACF,Beta,1,TP9,EN,Entropy,RAW_TP9_EN,5.405409143177643,5.4116327225152965,0.006223579337653717,0.11513613813135155,Increase
BCF_vs_ACF,Beta,1,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1731344.0356779806,1813921.4506708256,82577.41499284492,4.7695555182080405,Increase
BCF_vs_ACF,Beta,1,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3383556584665897,1.3337232714037504,-0.004632387062839305,-0.34612526450157693,Decrease
BCF_vs_ACF,Beta,1,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6580955631546617,0.6603935549313747,0.002297991776713082,0.34918815828166,Increase
BCF_vs_ACF,Beta,2,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,736567.0685895073,750475.8654451458,13908.796855638502,1.8883272751079168,Increase
BCF_vs_ACF,Beta,2,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3806299327878522,0.3755491804053256,-0.005080752382526588,-1.3348273335503529,Decrease
BCF_vs_ACF,Beta,2,AF7,EN,Entropy,RAW_AF7_EN,5.405962081831756,5.406527805469658,0.0005657236379015274,0.010464809581310224,Increase
BCF_vs_ACF,Beta,2,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1952198.9299499155,1997549.0052655693,45350.07531565381,2.3230253136557804,Increase
BCF_vs_ACF,Beta,2,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3294098657147482,1.3217037941713468,-0.007706071543401416,-0.5796610768536985,Decrease
BCF_vs_ACF,Beta,2,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6633556642750811,0.6649351319590393,0.0015794676839582245,0.23810269046006804,Increase
BCF_vs_ACF,Beta,2,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,750863.2666054303,861169.081403562,110305.8147981317,14.690532844523355,Increase
BCF_vs_ACF,Beta,2,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3870383175852882,0.3892135803557711,0.0021752627704828553,0.5620277558186502,Increase
BCF_vs_ACF,Beta,2,AF8,EN,Entropy,RAW_AF8_EN,5.411384185278304,5.40613424329809,-0.00524994198021389,-0.09701661904723716,Decrease
BCF_vs_ACF,Beta,2,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1947059.7586160183,2242802.1195969125,295742.3609808942,15.189177408253233,Increase
BCF_vs_ACF,Beta,2,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3208192721236185,1.3186100817365929,-0.0022091903870256058,-0.1672590969598483,Decrease
BCF_vs_ACF,Beta,2,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6643269253250604,0.6686714100849078,0.004344484759847389,0.6539678875309168,Increase
BCF_vs_ACF,Beta,2,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,636635.623094968,789682.4190099484,153046.79591498035,24.039935932417986,Increase
BCF_vs_ACF,Beta,2,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3689006174719676,0.3790378132710786,0.010137195799110987,2.7479476365694353,Increase
BCF_vs_ACF,Beta,2,TP10,EN,Entropy,RAW_TP10_EN,5.405942909755721,5.414365928464452,0.008423018708731078,0.15581035259419138,Increase
BCF_vs_ACF,Beta,2,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1722437.2170327832,2113028.8715173844,390591.6544846012,22.676684561975943,Increase
BCF_vs_ACF,Beta,2,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.357337643542842,1.3368101887867705,-0.020527454756071428,-1.5123322375773716,Decrease
BCF_vs_ACF,Beta,2,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6492883124353307,0.6601236880546675,0.010835375619336785,1.6688080490307593,Increase
BCF_vs_ACF,Beta,2,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,691169.647703817,680560.2086982741,-10609.439005542896,-1.5349978172203098,Decrease
BCF_vs_ACF,Beta,2,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3730274553556749,0.3767588621590715,0.0037314068033966197,1.0003035298940104,Increase
BCF_vs_ACF,Beta,2,TP9,EN,Entropy,RAW_TP9_EN,5.408865132216425,5.4109620565156495,0.0020969242992245896,0.03876828591518827,Increase
BCF_vs_ACF,Beta,2,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1854816.0208358727,1839909.63025752,-14906.390578352846,-0.8036587139049662,Decrease
BCF_vs_ACF,Beta,2,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3398906905937504,1.3367839337389351,-0.003106756854815318,-0.23186644079440616,Decrease
BCF_vs_ACF,Beta,2,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6576952660600329,0.6569407700353729,-0.0007544960246600452,-0.11471817779378336,Decrease
BCF_vs_ACF,Beta,9,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,650802.5603546092,820952.8906679234,170150.33031331422,26.144692826746525,Increase
BCF_vs_ACF,Beta,9,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3807418992127536,0.3891579309707446,0.008416031757990994,2.210429631042058,Increase
BCF_vs_ACF,Beta,9,AF7,EN,Entropy,RAW_AF7_EN,5.404745328276249,5.400095812715429,-0.004649515560820383,-0.08602654294357412,Decrease
BCF_vs_ACF,Beta,9,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1720488.066935424,2220071.963325673,499583.8963902488,29.03733574160267,Increase
BCF_vs_ACF,Beta,9,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.306816456983181,1.3144058646116337,0.007589407628452616,0.5807554372228335,Increase
BCF_vs_ACF,Beta,9,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6719882425787339,0.6689304639022072,-0.003057778676526679,-0.45503455012732796,Decrease
BCF_vs_ACF,Beta,9,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,686063.8198441381,836954.6581154529,150890.83827131474,21.993702904431622,Increase
BCF_vs_ACF,Beta,9,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3815712691839334,0.3866943809773739,0.0051231117934404935,1.3426356246363345,Increase
BCF_vs_ACF,Beta,9,AF8,EN,Entropy,RAW_AF8_EN,5.403844119382825,5.4026631278736845,-0.0011809915091403056,-0.021854655372168415,Decrease
BCF_vs_ACF,Beta,9,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1774992.8818411822,2226415.6901744,451422.80833321763,25.432372881685094,Increase
BCF_vs_ACF,Beta,9,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3175060512999617,1.3127390275248874,-0.004767023775074319,-0.3618217745846993,Decrease
BCF_vs_ACF,Beta,9,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6702189237852212,0.669232278908164,-0.0009866448770572411,-0.1472123275011289,Decrease
BCF_vs_ACF,Beta,9,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,679600.5555875539,722357.2342576083,42756.67867005442,6.291442571451227,Increase
BCF_vs_ACF,Beta,9,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3780449714033229,0.382887643123975,0.004842671720652114,1.2809776843944944,Increase
BCF_vs_ACF,Beta,9,TP10,EN,Entropy,RAW_TP10_EN,5.406932313461794,5.41637295928545,0.009440645823656446,0.174602626338632,Increase
BCF_vs_ACF,Beta,9,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1815758.5369717807,1892224.8737590392,76466.33678725851,4.211261312023609,Increase
BCF_vs_ACF,Beta,9,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.319544701276932,1.318443974931734,-0.0011007263451978666,-0.08341713199505,Decrease
BCF_vs_ACF,Beta,9,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6660436345395875,0.6710400408134113,0.004996406273823806,0.7501620036167218,Increase
BCF_vs_ACF,Beta,9,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,738474.3476980479,812668.7363015293,74194.38860348146,10.046982516692447,Increase
BCF_vs_ACF,Beta,9,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3763552989072641,0.3823043895041515,0.005949090596887419,1.5807112625118918,Increase
